CRIM|INDUS|RM|AGE|DIS|TAX|PTRATIO|LSTAT
0.32543|21.89|6.431|98.8|1.8125|437.0|21.2|15.39
0.15098|10.01|6.021|82.6|2.7474|432.0|17.8|10.3
0.0837|3.44|7.185|38.9|4.5667|398.0|15.2|5.39
11.1604|18.1|6.629|94.6|2.1247|666.0|20.2|23.27
0.06211000000000001|1.25|6.49|44.4|8.7921|335.0|19.7|5.98
0.06466000000000001|2.24|6.345|20.1|7.8278|358.0|14.8|4.97
7.52601|18.1|6.417000000000001|98.3|2.185|666.0|20.2|19.31
0.19186|7.38|6.431|14.7|5.4159|287.0|19.6|5.08
0.26838|9.69|5.794|70.6|2.8927|391.0|19.2|14.1
0.55778|21.89|6.335|98.2|2.1107|437.0|21.2|16.96
0.06076|11.93|6.976|91.0|2.1675|273.0|21.0|5.64
0.61154|3.97|8.704|86.9|1.801|264.0|13.0|5.12
0.10574|27.74|5.983|98.8|1.8681|711.0|20.1|18.07
0.08829|7.87|6.0120000000000005|66.6|5.5605|311.0|15.2|12.43
37.6619|18.1|6.202000000000001|78.7|1.8629|666.0|20.2|14.52
0.11747|7.87|6.0089999999999995|82.9|6.2267|311.0|15.2|13.27
0.06262999999999999|11.93|6.593|69.1|2.4786|273.0|21.0|9.67
0.04203|15.04|6.442|53.6|3.6659|270.0|18.2|8.16
0.31533|6.2|8.266|78.3|2.8944|307.0|17.4|4.14
0.10793|8.56|6.195|54.4|2.7778|384.0|20.9|13.0
12.2472|18.1|5.837000000000001|59.7|1.9976|666.0|20.2|15.69
9.96654|18.1|6.485|100.0|1.9784|666.0|20.2|18.85
0.1415|6.91|6.169|6.6|5.7209|233.0|17.9|5.81
0.15445|5.13|6.145|29.2|7.8148|284.0|19.7|6.86
16.8118|18.1|5.277|98.1|1.4261|666.0|20.2|30.81
0.05646|12.83|6.232|53.7|5.0141|398.0|18.7|12.34
8.792119999999999|18.1|5.565|70.6|2.0635|666.0|20.2|17.16
1.27346|19.58|6.25|92.6|1.7984|403.0|14.7|5.5
0.06047|2.46|6.153|68.8|3.2797|193.0|17.8|13.15
0.11432|8.56|6.781000000000001|71.3|2.8561|384.0|20.9|7.67
0.5405|3.97|7.47|52.6|2.872|264.0|13.0|3.16
0.09178|4.05|6.416|84.1|2.6463|296.0|16.6|9.04
7.36711|18.1|6.193|78.1|1.9356|666.0|20.2|21.52
0.07503|2.18|7.42|71.9|3.0992|222.0|18.4|6.47
0.66351|3.97|7.332999999999999|100.0|1.8946|264.0|13.0|7.79
0.08664|3.44|7.178|26.3|6.4798|398.0|15.2|2.87
0.054970000000000005|5.19|5.985|45.4|4.8122|224.0|20.2|9.74
0.80271|8.14|5.456|36.6|3.7965|307.0|21.0|11.69
0.033589999999999995|2.95|7.024|15.8|5.4011|252.0|18.3|1.98
0.57834|3.97|8.297|67.0|2.4216|264.0|13.0|7.44
0.06617|3.24|5.867999999999999|25.8|5.2146|430.0|16.9|9.97
9.51363|18.1|6.728|94.1|2.4961|666.0|20.2|18.71
0.12744|6.91|6.77|2.9|5.7209|233.0|17.9|4.84
3.83684|18.1|6.251|91.1|2.2955|666.0|20.2|14.19
0.04297|5.32|6.565|22.9|7.3172|293.0|16.6|9.51
0.23912|9.69|6.019|65.3|2.4091|391.0|19.2|12.92
0.08265|13.92|6.127000000000001|18.4|5.5027|289.0|16.0|8.58
0.04527|11.93|6.12|76.7|2.2875|273.0|21.0|9.08
0.13914|4.05|5.572|88.5|2.5961|296.0|16.6|14.69
0.04113|4.86|6.727|33.5|5.4007|281.0|19.0|5.29
0.18836|6.91|5.7860000000000005|33.3|5.1004|233.0|17.9|14.15
0.40202|9.9|6.382000000000001|67.2|3.5325|304.0|18.4|10.36
0.02875|15.04|6.211|28.9|3.6659|270.0|18.2|6.21
11.5779|18.1|5.0360000000000005|97.0|1.77|666.0|20.2|25.68
0.04462|4.86|6.619|70.4|5.4007|281.0|19.0|7.22
0.05515|2.18|7.236000000000001|41.1|4.022|222.0|18.4|6.93
3.32105|19.58|5.403|100.0|1.3216|403.0|14.7|26.82
4.668830000000002|18.1|5.976|87.9|2.5806|666.0|20.2|19.01
0.06588|2.46|7.765|83.3|2.741|193.0|17.8|7.56
88.9762|18.1|6.968|91.9|1.4165|666.0|20.2|17.21
0.10659|1.91|5.936|19.5|10.5857|334.0|22.0|5.57
0.54452|21.89|6.151|97.9|1.6687|437.0|21.2|18.46
0.1712|8.56|5.836|91.9|2.211|384.0|20.9|18.66
0.08244|4.93|6.481|18.5|6.1899|300.0|16.6|6.36
0.03502|4.95|6.861000000000001|27.9|5.1167|245.0|19.2|3.33
0.33983|5.86|6.108|34.9|8.0555|330.0|19.1|9.16
0.1676|7.38|6.426|52.3|4.5404|287.0|19.6|7.2
4.4222800000000015|18.1|6.002999999999999|94.5|2.5403|666.0|20.2|21.32
0.12204|2.89|6.625|57.8|3.4952|276.0|18.0|6.65
0.09299|25.65|5.961|92.9|2.0869|188.0|19.1|17.93
0.5401100000000001|3.97|7.202999999999999|81.8|2.1121|264.0|13.0|9.59
0.98843|8.14|5.813|100.0|4.0952|307.0|21.0|19.88
0.62976|8.14|5.949|61.8|4.7075|307.0|21.0|8.26
0.17171|5.13|5.966|93.4|6.8185|284.0|19.7|14.44
9.82349|18.1|6.794|98.8|1.358|666.0|20.2|21.24
0.02763|2.95|6.595|21.8|5.4011|252.0|18.3|4.32
4.55587|18.1|3.5610000000000004|87.9|1.6132|666.0|20.2|7.12
0.1146|6.96|6.537999999999999|58.7|3.9175|223.0|18.6|7.73
0.13587|10.59|6.064|59.1|4.2392|277.0|18.6|14.66
0.52058|6.2|6.631|76.5|4.148|307.0|17.4|9.54
0.08187|2.89|7.82|36.9|3.4952|276.0|18.0|3.57
3.4742800000000003|18.1|8.78|82.9|1.9047|666.0|20.2|5.29
0.19073|5.86|6.718|17.5|7.8265|330.0|19.1|6.56
7.022589999999999|18.1|6.006|95.3|1.8746|666.0|20.2|15.7
12.0482|18.1|5.648|87.6|1.9512|666.0|20.2|14.1
0.01965|1.76|6.23|31.5|9.0892|241.0|18.2|12.93
0.0187|4.15|6.516|27.7|8.5353|351.0|17.9|6.36
23.6482|18.1|6.38|96.2|1.3861|666.0|20.2|23.69
0.25915|21.89|5.693|96.0|1.7883|437.0|21.2|17.19
0.03659|4.86|6.3020000000000005|32.2|5.4007|281.0|19.0|6.72
5.82115|18.1|6.513|89.9|2.8016|666.0|20.2|10.29
0.25199|10.59|5.7829999999999995|72.7|4.3549|277.0|18.6|18.06
0.95577|8.14|6.047000000000001|88.8|4.4534|307.0|21.0|17.28
0.053020000000000005|3.41|7.079|63.1|3.4145|270.0|17.8|5.7
13.0751|18.1|5.712999999999999|56.7|2.8237|666.0|20.2|14.76
0.19539|10.81|6.245|6.2|5.2873|305.0|19.2|7.54
0.07875|3.44|6.782|41.1|3.7886|398.0|15.2|6.68
2.3139|19.58|5.88|97.3|2.3887|403.0|14.7|12.03
1.46336|19.58|7.489|90.8|1.9709|403.0|14.7|1.73
0.12816|6.07|5.885|33.0|6.497999999999999|345.0|18.9|8.79
0.40771|6.2|6.164|91.3|3.048|307.0|17.4|21.46
0.03932|3.41|6.405|73.9|3.0921|270.0|17.8|8.2
14.0507|18.1|6.657|100.0|1.5275|666.0|20.2|21.22
0.04666|1.52|7.107|36.6|7.309|329.0|12.6|8.61
7.99248|18.1|5.52|100.0|1.5331|666.0|20.2|24.56
0.16902|25.65|5.986000000000001|88.4|1.9929|188.0|19.1|14.81
0.19657|5.86|6.226|79.2|8.0555|330.0|19.1|10.15
0.22188|6.96|7.691|51.8|4.3665|223.0|18.6|6.58
0.10328|5.13|5.9270000000000005|47.2|6.932|284.0|19.7|9.22
0.06899|25.65|5.87|69.7|2.2577|188.0|19.1|14.37
0.09378|7.87|5.888999999999999|39.0|5.4509|311.0|15.2|15.71
4.75237|18.1|6.525|86.5|2.4358|666.0|20.2|18.13
0.29916|6.96|5.856|42.1|4.428999999999999|223.0|18.6|13.0
19.6091|18.1|7.313|97.9|1.3163|666.0|20.2|13.44
0.04741|11.93|6.03|80.8|2.505|273.0|21.0|7.88
6.80117|18.1|6.081|84.4|2.7175|666.0|20.2|14.7
1.22358|19.58|6.943|97.4|1.8773|403.0|14.7|4.59
0.06151|5.19|5.968|58.5|4.8122|224.0|20.2|9.29
0.056020000000000014|2.46|7.831|53.6|3.1992|193.0|17.8|4.45
8.26725|18.1|5.875|89.6|1.1296|666.0|20.2|8.88
5.66637|18.1|6.218999999999999|100.0|2.0048|666.0|20.2|16.59
18.811|18.1|4.628|100.0|1.5539|666.0|20.2|34.37
0.14052|10.59|6.375|32.3|3.9454|277.0|18.6|9.38
5.09017|18.1|6.297000000000001|91.8|2.3682|666.0|20.2|17.27
0.06162|4.39|5.898|52.3|8.0136|352.0|18.8|12.67
0.12932000000000002|13.92|6.678|31.1|5.9604|289.0|16.0|6.27
0.0566|3.41|7.007000000000001|86.3|3.4217|270.0|17.8|5.5
0.35114|7.38|6.041|49.9|4.7211|287.0|19.6|7.7
1.19294|21.89|6.3260000000000005|97.7|2.271|437.0|21.2|12.26
0.09849|25.65|5.879|95.8|2.0063|188.0|19.1|17.58
0.08447|4.05|5.859|68.7|2.7019|296.0|16.6|9.64
3.69311|18.1|6.376|88.4|2.5671|666.0|20.2|14.65
0.06911|3.44|6.739|30.8|6.4798|398.0|15.2|4.69
0.6379600000000001|8.14|6.096|84.5|4.4619|307.0|21.0|10.26
2.37857|18.1|5.871|41.9|3.7239999999999998|666.0|20.2|13.34
0.1403|5.86|6.487|13.0|7.3967|330.0|19.1|5.9
0.15038|25.65|5.856|97.0|1.9444|188.0|19.1|25.41
0.2498|21.89|5.857|98.2|1.6686|437.0|21.2|21.32
0.10084|10.01|6.715|81.6|2.6775|432.0|17.8|10.16
0.04337|5.64|6.115|63.0|6.8147|243.0|16.8|9.43
3.67367|18.1|6.312|51.9|3.9917|666.0|20.2|10.58
0.12329|10.01|5.912999999999999|92.9|2.3534|432.0|17.8|16.21
0.17004|7.87|6.004|85.9|6.5921|311.0|15.2|17.1
0.7258|8.14|5.727|69.5|3.7965|307.0|21.0|11.28
1.05393|8.14|5.935|29.3|4.4986|307.0|21.0|6.58
0.01301|1.52|7.2410000000000005|49.3|7.0379|284.0|15.5|5.49
0.00632|2.31|6.575|65.2|4.09|296.0|15.3|4.98
17.8667|18.1|6.223|100.0|1.3861|666.0|20.2|21.78
0.13262000000000002|8.56|5.851|96.7|2.1069|384.0|20.9|16.47
0.06127000000000001|6.41|6.8260000000000005|27.6|4.8628|254.0|17.6|4.16
6.71772|18.1|6.749|92.6|2.3236|666.0|20.2|17.44
0.15086|27.74|5.454|92.7|1.8209|711.0|20.1|18.06
0.04417|2.24|6.871|47.4|7.8278|358.0|14.8|6.07
0.537|6.2|5.981|68.1|3.6715|307.0|17.4|11.65
9.33889|18.1|6.38|95.6|1.9682|666.0|20.2|24.08
0.08826|10.81|6.417000000000001|6.6|5.2873|305.0|19.2|6.72
0.28392|7.38|5.707999999999999|74.3|4.7211|287.0|19.6|11.74
0.01538|3.75|7.454|34.2|6.3361|244.0|15.9|3.11
0.01501|1.21|7.922999999999999|24.8|5.885|198.0|13.6|3.16
0.17505|5.96|5.966|30.2|3.8473|279.0|19.2|10.13
1.6566|19.58|6.122000000000001|97.3|1.618|403.0|14.7|14.1
13.6781|18.1|5.935|87.9|1.8206|666.0|20.2|34.02
0.17331|9.69|5.707000000000001|54.0|2.3817|391.0|19.2|12.01
1.51902|19.58|8.375|93.9|2.162|403.0|14.7|3.32
1.80028|19.58|5.877000000000001|79.2|2.4259|403.0|14.7|12.14
0.05644|6.41|6.757999999999999|32.9|4.0776|254.0|17.6|3.53
0.22969|10.59|6.3260000000000005|52.5|4.3549|277.0|18.6|10.97
0.20608|5.86|5.593|76.5|7.9549|330.0|19.1|12.5
0.12579|3.44|6.556|29.1|4.5667|398.0|15.2|4.56
14.4208|18.1|6.461|93.3|2.0026|666.0|20.2|18.05
4.87141|18.1|6.484|93.6|2.3053|666.0|20.2|18.68
2.37934|19.58|6.13|100.0|1.4191|403.0|14.7|27.8
0.09604|6.41|6.854|42.8|4.2673|254.0|17.6|2.98
6.44405|18.1|6.425|74.8|2.2004|666.0|20.2|12.03
24.8017|18.1|5.349|96.0|1.7028|666.0|20.2|19.77
0.02899|1.25|6.939|34.5|8.7921|335.0|19.7|5.89
5.58107|18.1|6.436|87.9|2.3158|666.0|20.2|16.22
51.1358|18.1|5.757000000000001|100.0|1.413|666.0|20.2|10.11
0.05479|2.18|6.6160000000000005|58.1|3.37|222.0|18.4|8.93
0.00906|2.97|7.087999999999999|20.8|7.3073|285.0|15.3|7.85
0.05023|6.06|5.706|28.4|6.6407|304.0|16.9|12.43
0.06663999999999999|4.05|6.546|33.1|3.1323|296.0|16.6|5.33
25.9406|18.1|5.303999999999999|89.1|1.6475|666.0|20.2|26.64
4.22239|18.1|5.803|89.0|1.9047|666.0|20.2|14.64
0.44178|6.2|6.5520000000000005|21.4|3.3751|307.0|17.4|3.76
14.4383|18.1|6.852|100.0|1.4655|666.0|20.2|19.78
0.29819|6.2|7.686|17.0|3.3751|307.0|17.4|3.92
0.14866|8.56|6.727|79.9|2.7778|384.0|20.9|9.42
7.40389|18.1|5.617000000000001|97.9|1.4547|666.0|20.2|26.4
0.04981|5.64|5.997999999999999|21.4|6.8147|243.0|16.8|8.43
0.41238|6.2|7.162999999999999|79.9|3.2157|307.0|17.4|6.36
8.05579|18.1|5.4270000000000005|95.4|2.4298|666.0|20.2|18.14
0.10959|11.93|6.794|89.3|2.3889|273.0|21.0|6.48
1.41385|19.58|6.129|96.0|1.7494|403.0|14.7|15.12
0.21409|5.86|6.438|8.9|7.3967|330.0|19.1|3.59
1.34284|19.58|6.066|100.0|1.7573|403.0|14.7|6.43
0.16211|6.96|6.24|16.3|4.428999999999999|223.0|18.6|6.59
0.12269|6.91|6.069|40.0|5.7209|233.0|17.9|9.55
4.83567|18.1|5.905|53.2|3.1523|666.0|20.2|11.45
0.22212|10.01|6.0920000000000005|95.4|2.548|432.0|17.8|17.09
25.0461|18.1|5.987|100.0|1.5888|666.0|20.2|26.77
0.37578|10.59|5.404|88.6|3.665|277.0|18.6|23.98
0.12802|8.56|6.474|97.1|2.4329|384.0|20.9|12.27
2.44953|19.58|6.402|95.2|2.2625|403.0|14.7|11.32
0.08387|12.83|5.874|36.6|4.5026|398.0|18.7|9.1
15.0234|18.1|5.303999999999999|97.3|2.1007|666.0|20.2|24.91
0.05059|4.49|6.388999999999999|48.0|4.7794|247.0|18.5|9.62
0.21124|7.87|5.631|100.0|6.0821|311.0|15.2|29.93
1.38799|8.14|5.95|82.0|3.99|307.0|21.0|27.71
0.0686|2.89|7.416|62.5|3.4952|276.0|18.0|6.19
22.0511|18.1|5.818|92.4|1.8662|666.0|20.2|22.11
10.8342|18.1|6.782|90.8|1.8195|666.0|20.2|25.79
0.62356|6.2|6.879|77.7|3.2721|307.0|17.4|9.93
0.77299|8.14|6.495|94.4|4.4547|307.0|21.0|12.8
0.03871|5.32|6.209|31.3|7.3172|293.0|16.6|7.14
18.4982|18.1|4.138|100.0|1.137|666.0|20.2|37.97
0.01311|1.22|7.249|21.9|8.6966|226.0|17.9|4.81
5.82401|18.1|6.242000000000001|64.7|3.4242|666.0|20.2|10.74
5.73116|18.1|7.061|77.0|3.4106|666.0|20.2|7.01
18.0846|18.1|6.434|100.0|1.8347|666.0|20.2|29.05
0.25387|6.91|5.399|95.3|5.87|233.0|17.9|30.81
73.5341|18.1|5.957000000000001|100.0|1.8026|666.0|20.2|20.62
5.20177|18.1|6.127000000000001|83.4|2.7227|666.0|20.2|11.48
1.15172|8.14|5.7010000000000005|95.0|3.7872|307.0|21.0|18.35
0.06417|5.96|5.933|68.2|3.3603|279.0|19.2|9.68
0.1265|5.13|6.7620000000000005|43.4|7.9809|284.0|19.7|9.5
41.5292|18.1|5.531000000000001|85.4|1.6074|666.0|20.2|27.38
2.63548|9.9|4.973|37.8|2.5194|304.0|18.4|12.64
0.44791|6.2|6.726|66.5|3.6519|307.0|17.4|8.05
0.17899|9.69|5.67|28.8|2.7986|391.0|19.2|17.6
0.17142000000000002|6.91|5.682|33.8|5.1004|233.0|17.9|10.21
0.1|6.09|6.982|17.7|5.4917|329.0|16.1|4.86
0.05425|4.05|6.315|73.4|3.3175|296.0|16.6|6.29
0.11425|13.89|6.372999999999999|92.4|3.3633|276.0|16.4|10.5
5.44114|18.1|6.655|98.2|2.3552|666.0|20.2|17.73
0.05372|13.92|6.5489999999999995|51.0|5.9604|289.0|16.0|7.39
0.8520399999999999|8.14|5.965|89.2|4.0123|307.0|21.0|13.83
0.16439|5.86|6.433|49.1|7.8265|330.0|19.1|9.52
0.3494|9.9|5.972|76.7|3.1025|304.0|18.4|9.97
0.0315|1.47|6.975|15.3|7.6534|402.0|17.0|4.56
0.35233000000000003|21.89|6.454|98.4|1.8498|437.0|21.2|14.59
0.75026|8.14|5.9239999999999995|94.1|4.3996|307.0|21.0|16.3
0.08308|2.46|5.604|89.8|2.9879|193.0|17.8|13.98
0.13642|10.59|5.891|22.3|3.9454|277.0|18.6|10.87
0.97617|21.89|5.757000000000001|98.4|2.346|437.0|21.2|17.31
0.05561|2.24|7.041|10.0|7.8278|358.0|14.8|4.74
0.13158|10.01|6.176|72.5|2.7301|432.0|17.8|12.04
0.21719|10.59|5.807|53.8|3.6526|277.0|18.6|16.03
8.20058|18.1|5.936|80.3|2.7792|666.0|20.2|16.94
13.9134|18.1|6.207999999999999|95.0|2.2222|666.0|20.2|15.17
9.72418|18.1|6.406000000000001|97.2|2.0651|666.0|20.2|19.52
0.46296|6.2|7.412000000000001|76.9|3.6715|307.0|17.4|5.25
0.07013|13.89|6.642|85.1|3.4211|276.0|16.4|9.69
0.02055|0.74|6.382999999999999|35.7|9.1876|313.0|17.3|5.77
3.77498|18.1|5.952000000000001|84.7|2.8715|666.0|20.2|17.15
14.2362|18.1|6.343|100.0|1.5741|666.0|20.2|20.32
11.1081|18.1|4.906000000000001|100.0|1.1742|666.0|20.2|34.77
9.39063|18.1|5.627000000000001|93.9|1.8172|666.0|20.2|22.88
0.06888|2.46|6.144|62.2|2.5979|193.0|17.8|9.45
0.12083|2.89|8.068999999999999|76.0|3.4952|276.0|18.0|4.21
0.14231|10.01|6.254|84.2|2.2565|432.0|17.8|10.45
0.07977999999999999|6.41|6.482|32.1|4.1403|254.0|17.6|7.19
0.13058|10.01|5.872000000000001|73.1|2.4775|432.0|17.8|15.37
9.18702|18.1|5.5360000000000005|100.0|1.5804|666.0|20.2|23.6
1.2074200000000002|19.58|5.875|94.6|2.4259|403.0|14.7|14.43
15.1772|18.1|6.152|100.0|1.9142|666.0|20.2|26.45
0.0136|4.0|5.888|47.6|7.3197|469.0|21.1|14.8
0.07022|4.05|6.02|47.2|3.5549|296.0|16.6|10.11
0.24103|7.38|6.082999999999999|43.7|5.4159|287.0|19.6|12.79
0.01439|2.93|6.604|18.8|6.2196|265.0|15.6|4.38
0.03768|1.52|7.274|38.3|7.309|329.0|12.6|6.62
4.541919999999998|18.1|6.398|88.0|2.5182|666.0|20.2|7.79
3.56868|18.1|6.437|75.0|2.8965|666.0|20.2|14.36
0.09103|2.46|7.155|92.2|2.7006|193.0|17.8|4.82
45.7461|18.1|4.519|100.0|1.6582|666.0|20.2|36.98
0.04301|1.91|5.662999999999999|21.9|10.5857|334.0|22.0|8.05
0.21161|8.56|6.1370000000000005|87.4|2.7147|384.0|20.9|13.44
0.35809|6.2|6.9510000000000005|88.5|2.8617|307.0|17.4|9.71
0.34006|21.89|6.457999999999999|98.9|2.1185|437.0|21.2|12.6
0.01709|2.02|6.728|36.1|12.1265|187.0|17.0|4.5
0.03306|5.19|6.059|37.3|4.8122|224.0|20.2|8.51
4.8982199999999985|18.1|4.97|100.0|1.3325|666.0|20.2|3.26
0.14932|5.13|5.7410000000000005|66.2|7.2254|284.0|19.7|13.15
0.04294|15.04|6.249|77.3|3.615|270.0|18.2|10.59
0.02187|2.93|6.8|9.9|6.2196|265.0|15.6|5.03
0.2909|21.89|6.1739999999999995|93.6|1.6119|437.0|21.2|24.16
2.3309900000000003|19.58|5.186|93.8|1.5296|403.0|14.7|28.32
0.02177|2.03|7.61|15.7|6.27|348.0|14.7|3.11
1.12658|19.58|5.012|88.0|1.6102|403.0|14.7|12.12
0.030410000000000006|5.19|5.895|59.6|5.615|224.0|20.2|10.56
14.3337|18.1|6.229|88.0|1.9512|666.0|20.2|13.11
0.22489|7.87|6.377000000000001|94.3|6.3467|311.0|15.2|20.45
0.09065|6.96|5.92|61.5|3.9175|223.0|18.6|13.65
0.11504|2.89|6.162999999999999|69.6|3.4952|276.0|18.0|11.34
0.17446|10.59|5.96|92.1|3.8771|277.0|18.6|17.27
0.11329000000000003|4.93|6.897|54.3|6.3361|300.0|16.6|11.38
0.01432|1.32|6.816|40.5|8.3248|256.0|15.1|3.95
0.03537|6.09|6.59|40.4|5.4917|329.0|16.1|9.5
14.3337|18.1|4.88|100.0|1.5895|666.0|20.2|30.62
4.26131|18.1|6.112|81.3|2.5091|666.0|20.2|12.67
0.09744|5.96|5.841|61.4|3.3779|279.0|19.2|11.41
8.24809|18.1|7.393|99.3|2.4527|666.0|20.2|16.74
1.25179|8.14|5.57|98.1|3.7979|307.0|21.0|21.02
10.6718|18.1|6.459|94.8|1.9879|666.0|20.2|23.98
0.03466|6.06|6.031000000000001|23.3|6.6407|304.0|16.9|7.83
0.09512|12.83|6.2860000000000005|45.0|4.5026|398.0|18.7|8.94
0.01778|1.47|7.135|13.9|7.6534|402.0|17.0|4.45
0.08707000000000001|12.83|6.14|45.8|4.0905|398.0|18.7|10.27
0.82526|3.97|7.327000000000001|94.5|2.0788|264.0|13.0|11.25
0.17783|9.69|5.569|73.5|2.3999|391.0|19.2|15.1
2.73397|19.58|5.597|94.9|1.5257|403.0|14.7|21.45
12.8023|18.1|5.854|96.6|1.8956|666.0|20.2|23.79
