movie_id|title|Animation|Children's|Comedy|Adventure|Fantasy|Romance|Drama|Action|Crime|Thriller|Horror|Sci-Fi|Documentary|War|Musical|Mystery|Film-Noir|Western
60|Indian in the Cupboard, The|0|1|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0
61|Eye for an Eye|0|0|0|0|0|0|1|0|0|1|0|0|0|0|0|0|0|0
62|Mr. Holland's Opus|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
63|Don't Be a Menace to South Central While Drinking Your Juice in the Hood|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
64|Two if by Sea|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
65|Bio-Dome|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
66|Lawnmower Man 2: Beyond Cyberspace|0|0|0|0|0|0|0|0|0|1|0|1|0|0|0|0|0|0
67|Two Bits|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
68|French Twist (Gazon maudit)|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
69|Friday|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
70|From Dusk Till Dawn|0|0|1|0|0|0|0|1|1|1|1|0|0|0|0|0|0|0
71|Fair Game|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0
72|Kicking and Screaming|0|0|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
73|Misérables, Les|0|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0|0
74|Bed of Roses|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0
75|Big Bully|0|0|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
76|Screamers|0|0|0|0|0|0|0|0|0|1|0|1|0|0|0|0|0|0
77|Nico Icon|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0
78|Crossing Guard, The|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
79|Juror, The|0|0|0|0|0|0|1|0|0|1|0|0|0|0|0|0|0|0
80|White Balloon, The (Badkonake Sefid )|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
81|Things to Do in Denver when You're Dead|0|0|0|0|0|1|1|0|1|0|0|0|0|0|0|0|0|0
82|Antonia's Line (Antonia)|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
83|Once Upon a Time... When We Were Colored|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
84|Last Summer in the Hamptons|0|0|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
85|Angels and Insects|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0
86|White Squall|0|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0
87|Dunston Checks In|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
88|Black Sheep|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
89|Nick of Time|0|0|0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0
90|Journey of August King, The|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
92|Mary Reilly|0|0|0|0|0|0|1|0|0|1|0|0|0|0|0|0|0|0
93|Vampire in Brooklyn|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
94|Beautiful Girls|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
95|Broken Arrow|0|0|0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0
96|In the Bleak Midwinter|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
97|Hate (Haine, La)|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
98|Shopping|0|0|0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0
99|Heidi Fleiss: Hollywood Madam|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0
100|City Hall|0|0|0|0|0|0|1|0|0|1|0|0|0|0|0|0|0|0
101|Bottle Rocket|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
102|Mr. Wrong|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
103|Unforgettable|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0
104|Happy Gilmore|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
105|Bridges of Madison County, The|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0
106|Nobody Loves Me (Keiner liebt mich)|0|0|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
107|Muppet Treasure Island|0|1|1|1|0|0|0|0|0|0|0|0|0|0|1|0|0|0
108|Catwalk|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0
109|Headless Body in Topless Bar|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
110|Braveheart|0|0|0|0|0|0|1|1|0|0|0|0|0|1|0|0|0|0
111|Taxi Driver|0|0|0|0|0|0|1|0|0|1|0|0|0|0|0|0|0|0
112|Rumble in the Bronx|0|0|0|1|0|0|0|1|1|0|0|0|0|0|0|0|0|0
113|Before and After|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|1|0|0
114|Margaret's Museum|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
115|Happiness Is in the Field|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
116|Anne Frank Remembered|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0
117|Young Poisoner's Handbook, The|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0
118|If Lucy Fell|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
119|Steal Big, Steal Little|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
120|Race the Sun|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
121|Boys of St. Vincent, The|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
122|Boomerang|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
123|Chungking Express|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|1|0|0
124|Star Maker, The (Uomo delle stelle, L')|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
125|Flirting With Disaster|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
126|NeverEnding Story III, The|0|1|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0
127|Silence of the Palace, The (Saimt el Qusur)|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
128|Jupiter's Wife|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0
129|Pie in the Sky|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
130|Angela|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
131|Frankie Starlight|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0
132|Jade|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0
133|Nueba Yol|0|0|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
134|Sonic Outlaws|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0
135|Down Periscope|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
136|From the Journals of Jean Seberg|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0
137|Man of the Year|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0
138|Neon Bible, The|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
139|Target|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0
140|Up Close and Personal|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0
141|Birdcage, The|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
142|Shadows (Cienie)|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
143|Gospa|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
144|Brothers McMullen, The|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
145|Bad Boys|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0
146|Amazing Panda Adventure, The|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0
147|Basketball Diaries, The|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
148|Awfully Big Adventure, An|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
149|Amateur|0|0|0|0|0|0|1|0|1|1|0|0|0|0|0|0|0|0
150|Apollo 13|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
151|Rob Roy|0|0|0|0|0|1|1|0|0|0|0|0|0|1|0|0|0|0
152|Addiction, The|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0
153|Batman Forever|0|0|1|1|0|0|0|1|1|0|0|0|0|0|0|0|0|0
154|Belle de jour|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
155|Beyond Rangoon|0|0|0|0|0|0|1|0|0|0|0|0|0|1|0|0|0|0
156|Blue in the Face|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
157|Canadian Bacon|0|0|1|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
158|Casper|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0
159|Clockers|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
160|Congo|0|0|0|1|0|0|0|1|0|0|0|1|0|0|0|1|0|0
161|Crimson Tide|0|0|0|0|0|0|1|0|0|1|0|0|0|1|0|0|0|0
162|Crumb|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0
163|Desperado|0|0|0|0|0|1|0|1|0|1|0|0|0|0|0|0|0|0
164|Devil in a Blue Dress|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|1|1|0
165|Die Hard: With a Vengeance|0|0|0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0
166|Doom Generation, The|0|0|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
167|Feast of July|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
168|First Knight|0|0|0|1|0|1|1|1|0|0|0|0|0|0|0|0|0|0
169|Free Willy 2: The Adventure Home|0|1|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0
170|Hackers|0|0|0|0|0|0|0|1|1|1|0|0|0|0|0|0|0|0
171|Jeffrey|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
172|Johnny Mnemonic|0|0|0|0|0|0|0|1|0|1|0|1|0|0|0|0|0|0
173|Judge Dredd|0|0|0|1|0|0|0|1|0|0|0|1|0|0|0|0|0|0
174|Jury Duty|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
175|Kids|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
176|Living in Oblivion|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
177|Lord of Illusions|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0
178|Love & Human Remains|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
179|Mad Love|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0
180|Mallrats|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
181|Mighty Morphin Power Rangers: The Movie|0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0
182|Moonlight and Valentino|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0
183|Mute Witness|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0
184|Nadja|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
185|Net, The|0|0|0|0|0|0|0|0|0|1|0|1|0|0|0|0|0|0
186|Nine Months|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
187|Party Girl|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
188|Prophecy, The|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0
189|Reckless|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
190|Safe|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0
191|Scarlet Letter, The|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
192|Show, The|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0
193|Showgirls|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
194|Smoke|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
195|Something to Talk About|0|0|1|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0
196|Species|0|0|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0
197|Stars Fell on Henrietta, The|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
198|Strange Days|0|0|0|0|0|0|0|1|1|0|0|1|0|0|0|0|0|0
199|Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les)|0|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0|0
200|Tie That Binds, The|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0
201|Three Wishes|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
202|Total Eclipse|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0
203|To Wong Foo, Thanks for Everything! Julie Newmar|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
204|Under Siege 2: Dark Territory|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0
205|Unstrung Heroes|0|0|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
206|Unzipped|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0
207|Walk in the Clouds, A|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0
208|Waterworld|0|0|0|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0
209|White Man's Burden|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
210|Wild Bill|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1
211|Browning Version, The|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
212|Bushwhacked|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
213|Burnt By the Sun (Utomlyonnye solntsem)|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
214|Before the Rain (Pred dozhdot)|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
215|Before Sunrise|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0
216|Billy Madison|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
217|Babysitter, The|0|0|0|0|0|0|1|0|0|1|0|0|0|0|0|0|0|0
218|Boys on the Side|0|0|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
219|Cure, The|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
220|Castle Freak|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0
222|Circle of Friends|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0
223|Clerks|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
224|Don Juan DeMarco|0|0|1|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0
225|Disclosure|0|0|0|0|0|0|1|0|0|1|0|0|0|0|0|0|0|0
226|Dream Man|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0
227|Drop Zone|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0
228|Destiny Turns on the Radio|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
229|Death and the Maiden|0|0|0|0|0|0|1|0|0|1|0|0|0|0|0|0|0|0
230|Dolores Claiborne|0|0|0|0|0|0|1|0|0|1|0|0|0|0|0|0|0|0
231|Dumb & Dumber|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
232|Eat Drink Man Woman|0|0|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
233|Exotica|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
234|Exit to Eden|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
235|Ed Wood|0|0|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
236|French Kiss|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
237|Forget Paris|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
238|Far From Home: The Adventures of Yellow Dog|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0
239|Goofy Movie, A|1|1|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
240|Hideaway|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0
241|Fluke|0|1|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
242|Farinelli: il castrato|0|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0|0
243|Gordy|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
244|Gumby: The Movie|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
245|Glass Shield, The|0|0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0
246|Hoop Dreams|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0
247|Heavenly Creatures|0|0|0|0|1|1|1|0|0|1|0|0|0|0|0|0|0|0
248|Houseguest|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
249|Immortal Beloved|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0
250|Heavyweights|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
251|Hunted, The|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0
252|I.Q.|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
253|Interview with the Vampire|0|0|0|0|0|0|1|0|0|0|1|0|0|0|0|0|0|0
254|Jefferson in Paris|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
255|Jerky Boys, The|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
256|Junior|0|0|1|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0
257|Just Cause|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|1|0|0
258|Kid in King Arthur's Court, A|0|1|1|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0
259|Kiss of Death|0|0|0|0|0|0|1|0|1|1|0|0|0|0|0|0|0|0
260|Star Wars: Episode IV - A New Hope|0|0|0|1|1|0|0|1|0|0|0|1|0|0|0|0|0|0
261|Little Women|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
262|Little Princess, A|0|1|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
263|Ladybird Ladybird|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
264|Enfer, L'|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
265|Like Water for Chocolate (Como agua para chocolate)|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0
266|Legends of the Fall|0|0|0|0|0|1|1|0|0|0|0|0|0|1|0|0|0|1
267|Major Payne|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
268|Little Odessa|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
269|My Crazy Life (Mi vida loca)|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
270|Love Affair|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0
271|Losing Isaiah|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
272|Madness of King George, The|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
273|Mary Shelley's Frankenstein|0|0|0|0|0|0|1|0|0|0|1|0|0|0|0|0|0|0
274|Man of the House|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
275|Mixed Nuts|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
276|Milk Money|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
277|Miracle on 34th Street|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
278|Miami Rhapsody|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
279|My Family|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
280|Murder in the First|0|0|0|0|0|0|1|0|0|1|0|0|0|0|0|0|0|0
281|Nobody's Fool|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
282|Nell|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
283|New Jersey Drive|0|0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0
284|New York Cop|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0
285|Beyond Bedlam|0|0|0|0|0|0|1|0|0|0|1|0|0|0|0|0|0|0
286|Nemesis 2: Nebula|0|0|0|0|0|0|0|1|0|1|0|1|0|0|0|0|0|0
287|Nina Takes a Lover|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
288|Natural Born Killers|0|0|0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0
289|Only You|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
290|Once Were Warriors|0|0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0
291|Poison Ivy II|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0
292|Outbreak|0|0|0|0|0|0|1|1|0|1|0|0|0|0|0|0|0|0
293|Professional, The (a.k.a. Leon: The Professional)|0|0|0|0|0|1|1|0|1|1|0|0|0|0|0|0|0|0
294|Perez Family, The|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
295|Pyromaniac's Love Story, A|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
